arm,lams,var_E,resid_q,depth,var_hat,resid_hat,depth_hat,proxy_raw,epoch,proxy_hat,w_var,w_depth,reward
arm2,"1,3,5",0.02987668730746092,9.727923343752216e-32,5.0,1.0040406937150972,3.129011616357728e-27,0.47058823529411764,1.0257500542717894,10,0.8394895507551466,2.25923432613272,0.44262783564897656,-2.2704461545959576
arm3,"1,3,5,7",0.028674320278048126,3.45438273823414e-05,7.0,0.9636337565641263,1.1111111111111112,1.0588235294117647,1.0257500542717894,10,0.8394895507551466,2.25923432613272,0.44262783564897656,-3.1145272758271916
arm1,"1,3",0.02958103627789186,3.2140579738421642e-31,3.0,0.9267922613992968,1.1190769671793909e-26,0.11764705882352941,1.043186931342405,11,0.8537601579441229,2.2806402369161844,0.4384733654231107,-2.1141955736279234
arm2,"1,3,5",0.03201059560989363,9.628440332771502e-32,5.0,1.0029118660796963,3.3524491138487456e-27,0.47058823529411764,1.043186931342405,11,0.8537601579441229,2.2806402369161844,0.4384733654231107,-2.289344559934631
arm3,"1,3,5,7",0.031081196220975462,3.191179544595904e-05,7.0,0.9737932052827332,1.1111111111111112,1.0588235294117647,1.043186931342405,11,0.8537601579441229,2.2806402369161844,0.4384733654231107,-3.174137023282379
arm1,"1,3",0.03587646635537531,3.1576880818528188e-31,3.0,0.9320511769801612,8.426579820524765e-27,0.11764705882352941,1.0437546220230234,12,0.8542247646896507,2.281337147034476,0.43833941918664066,-2.126838666416383
arm2,"1,3,5",0.03863969942460145,9.885577437270333e-32,5.0,1.0038384764575203,2.6380568690704465e-27,0.47058823529411764,1.0437546220230234,12,0.8542247646896507,2.281337147034476,0.43833941918664066,-2.292156779702383
arm3,"1,3,5,7",0.03716219502478605,4.1636611625323744e-05,7.0,0.9654537118823163,1.1111111111111112,1.0588235294117647,1.0437546220230234,12,0.8542247646896507,2.281337147034476,0.43833941918664066,-3.1563052850014284
arm1,"1,3",0.033998842391237065,3.2549814543215657e-31,3.0,0.9432563700743445,1.179768502667601e-26,0.11764705882352941,1.0862630842889307,13,0.8890143410998931,2.3335215116498396,0.42853686799440854,-2.2016131915903947
arm2,"1,3,5",0.03613493776818382,9.897208817278588e-32,5.0,1.0025197281676985,3.587244778751911e-27,0.47058823529411764,1.0862630842889307,13,0.8890143410998931,2.3335215116498396,0.42853686799440854,-2.3414179956173538
arm3,"1,3,5,7",0.03522672401463567,3.0655557019700185e-05,7.0,0.9773224464907133,1.1111111111111112,1.0588235294117647,1.0862630842889307,13,0.8890143410998931,2.3335215116498396,0.42853686799440854,-3.2729341142280726
arm1,"1,3",0.035500136457074026,3.240635339003355e-31,3.0,0.9498138447574371,1.3873220214079885e-26,0.11764705882352941,1.0912441060272973,14,0.8930908855602407,2.339636328340361,0.4274168544430825,-2.2227218197133003
arm2,"1,3,5",0.037465307767340854,9.919650149480543e-32,5.0,1.0023924290698814,4.246620695455902e-27,0.47058823529411764,1.0912441060272973,14,0.8930908855602407,2.339636328340361,0.4274168544430825,-2.3472451157379064
arm3,"1,3,5,7",0.03657111614323003,2.595436298611916e-05,7.0,0.9784681383710677,1.1111111111111112,1.0588235294117647,1.0912441060272973,14,0.8930908855602407,2.339636328340361,0.4274168544430825,-3.2861083990580737
arm1,"1,3",0.03881546882985933,3.2067265474871274e-31,3.0,0.9559446071619746,1.0917626045859914e-26,0.11764705882352941,1.103755978267873,15,0.9033307933843777,2.354996190076567,0.4246291370719744,-2.2517454714813634
arm2,"1,3,5",0.0407191399587193,1.0217804903933637e-31,5.0,1.0028280844019488,3.478755400522621e-27,0.47058823529411764,1.103755978267873,15,0.9033307933843777,2.354996190076567,0.4246291370719744,-2.363654572831063
arm3,"1,3,5,7",0.03957081587038168,3.2635570061122034e-05,7.0,0.974547240382461,1.1111111111111112,1.0588235294117647,1.103755978267873,15,0.9033307933843777,2.354996190076567,0.4246291370719744,-3.3032519929045816
arm1,"1,3",0.040454806908263134,3.2376753960435445e-31,3.0,0.961272874256376,1.0212166279401687e-26,0.11764705882352941,1.12322126795096,16,0.9192614845145618,2.3788922267718426,0.42036372591666343,-2.2872591139350216
arm2,"1,3,5",0.042195774789638624,1.0211691253694227e-31,5.0,1.002641139914221,3.220937132983506e-27,0.47058823529411764,1.12322126795096,16,0.9192614845145618,2.3788922267718426,0.42036372591666343,-2.3871533962232077
arm3,"1,3,5,7",0.041084261002981806,3.5226777632588806e-05,7.0,0.9762297407720106,1.1111111111111112,1.0588235294117647,1.12322126795096,16,0.9192614845145618,2.3788922267718426,0.42036372591666343,-3.348197901365769
arm1,"1,3",0.04551569134237192,3.199569233528016e-31,3.0,0.9646971922555883,1.0830213711388737e-26,0.11764705882352941,1.1091408105098013,17,0.9077378225440081,2.3616067338160125,0.4234405270280313,-2.278733550650113
arm2,"1,3,5",0.04735146510047245,1.010659972377021e-31,5.0,1.0036060990045763,3.42098035438355e-27,0.47058823529411764,1.1091408105098013,17,0.9077378225440081,2.3616067338160125,0.4234405270280313,-2.372115582811688
arm3,"1,3,5,7",0.04565005982470331,3.2825547314951185e-05,7.0,0.9675451089588125,1.1111111111111112,1.0588235294117647,1.1091408105098013,17,0.9077378225440081,2.3616067338160125,0.4234405270280313,-3.2980421131255704
arm1,"1,3",0.04331198173469067,3.2618542000011253e-31,3.0,0.970151294833332,1.0640120647378848e-26,0.11764705882352941,1.1298349228670852,18,0.9246742009665528,2.3870113014498293,0.4189339193294214,-2.316254968317854
arm2,"1,3,5",0.044785892162947046,1.0128625092443824e-31,5.0,1.0031656260454267,3.303942677009716e-27,0.47058823529411764,1.1298349228670852,18,0.9246742009665528,2.3870113014498293,0.4189339193294214,-2.3965391403344474
arm3,"1,3,5,7",0.043372612211782985,3.406241869389444e-05,7.0,0.9715093655911602,1.1111111111111112,1.0588235294117647,1.1298349228670852,18,0.9246742009665528,2.3870113014498293,0.4189339193294214,-3.350855384892726
arm1,"1,3",0.05582072705389944,3.1086769693633213e-31,3.0,0.9668515772647414,6.533904940757073e-27,0.11764705882352941,1.1169088081284877,19,0.9140952707391318,2.3711429061086977,0.42173755003282715,-2.293039420514865
arm2,"1,3,5",0.0579471812771663,9.603727696318578e-32,5.0,1.0036831580816954,2.0185385764772174e-27,0.47058823529411764,1.1169088081284877,19,0.9140952707391318,2.3711429061086977,0.42173755003282715,-2.381860847560459
arm3,"1,3,5,7",0.05496444696586637,5.286403081821669e-05,7.0,0.9520202449373111,1.1111111111111112,1.0588235294117647,1.1169088081284877,19,0.9140952707391318,2.3711429061086977,0.42173755003282715,-3.277502918599451
arm1,"1,3",0.049607074528097636,3.212363042177793e-31,3.0,0.9688029844495488,8.988773437037229e-27,0.11764705882352941,1.1234413183580374,20,0.9194415771371376,2.3791623657057066,0.42031599625752325,-2.3054340897930996
arm2,"1,3,5",0.05138199414001527,9.980906746060571e-32,5.0,1.0034663350611612,2.7928384263726525e-27,0.47058823529411764,1.1234413183580374,20,0.9194415771371376,2.3791623657057066,0.42031599625752325,-2.3893872972595944
arm3,"1,3,5,7",0.04897420072126299,3.970833500352306e-05,7.0,0.9564432547401487,1.1111111111111112,1.0588235294117647,1.1234413183580374,20,0.9194415771371376,2.3791623657057066,0.42031599625752325,-3.3015859536516916
arm1,"1,3",0.04771040597160747,3.21950984161559e-31,3.0,0.9718836422622886,1.016132572439118e-26,0.11764705882352941,1.127366421066627,21,0.9226539412952276,2.3839809119428415,0.41946644580515674,-2.3174455417190227
arm2,"1,3,5",0.04924401759132614,1.0011695001136678e-31,5.0,1.0031240397486345,3.1598628041080398e-27,0.47058823529411764,1.127366421066627,21,0.9226539412952276,2.3839809119428415,0.41946644580515674,-2.393402522816702
arm3,"1,3,5,7",0.046973714642996,3.5204394134949236e-05,7.0,0.9568768898129375,1.1111111111111114,1.0588235294117647,1.127366421066627,21,0.9226539412952276,2.3839809119428415,0.41946644580515674,-3.3107886957030357
arm1,"1,3",0.04671552029057188,3.273915737341319e-31,3.0,0.9734403708202916,9.103551419925807e-27,0.11764705882352941,1.1328792095782434,22,0.927165691825244,2.390748537737866,0.4182790386420996,-2.327743236100256
arm2,"1,3,5",0.04813174228360378,1.0282037112757832e-31,5.0,1.0029510699088566,2.8590550602743846e-27,0.47058823529411764,1.1328792095782434,22,0.927165691825244,2.390748537737866,0.4182790386420996,-2.399772175753778
arm3,"1,3,5,7",0.04565597750024825,3.99589565083284e-05,7.0,0.951362018266424,1.1111111111111112,1.0588235294117647,1.1328792095782434,22,0.927165691825244,2.390748537737866,0.4182790386420996,-3.3090802929375873
arm1,"1,3",0.048004650001966416,3.2202859225366314e-31,3.0,0.9733326069285302,9.457845840000503e-27,0.11764705882352941,1.1319870294005874,23,0.9264355179067402,2.38965327686011,0.4184707504152871,-2.3264197721514557
arm2,"1,3,5",0.049466019666637794,9.92850909693882e-32,5.0,1.0029630436746078,2.9159618344051505e-27,0.47058823529411764,1.1319870294005874,23,0.9264355179067402,2.38965327686011,0.4184707504152871,-2.3987031980062175
arm3,"1,3,5,7",0.04695151761064069,3.7832034165244506e-05,7.0,0.9519795068466015,1.1111111111111114,1.0588235294117647,1.1319870294005874,23,0.9264355179067402,2.38965327686011,0.4184707504152871,-3.3087046124829116
arm1,"1,3",0.04825747459138407,3.2604803224549993e-31,3.0,0.9754925786740306,9.391744367704298e-27,0.11764705882352941,1.1341445029861097,24,0.9282012273244813,2.392301840986722,0.4180074532683313,-2.3341644653052014
arm2,"1,3,5",0.049604561850789056,1.0020844302733633e-31,5.0,1.0027230468139967,2.8864829329494975e-27,0.47058823529411764,1.1341445029861097,24,0.9282012273244813,2.392301840986722,0.4180074532683313,-2.4007832847906725
arm3,"1,3,5,7",0.04678622435772417,3.857383433791681e-05,7.0,0.9457522390383567,1.1111111111111112,1.0588235294117647,1.1341445029861097,24,0.9282012273244813,2.392301840986722,0.4180074532683313,-3.2982854808658764
arm1,"1,3",0.06301858519758827,3.0587680786420103e-31,3.0,0.9738275385469252,5.499442360410753e-27,0.11764705882352941,1.132815274405823,25,0.9271133663011564,2.3906700494517343,0.41829277119581415,-2.3285924388780215
arm2,"1,3,5",0.06490045102726558,9.043880737454233e-32,5.0,1.0029080512725639,1.626023926996776e-27,0.47058823529411764,1.132815274405823,25,0.9271133663011564,2.3906700494517343,0.41829277119581415,-2.3995906771016564
arm3,"1,3,5,7",0.060138855897140985,6.179956031464396e-05,7.0,0.9293270203657686,1.1111111111111112,1.0588235294117647,1.132815274405823,25,0.9271133663011564,2.3906700494517343,0.41829277119581415,-3.2562692185747553
arm1,"1,3",0.041342939623200924,3.1992267087293094e-31,3.0,0.9919978317681004,8.103508974434233e-27,0.11764705882352941,1.170492729757627,26,0.957949172680263,2.4369237590203943,0.41035342049518386,-2.4179058538623943
arm2,"1,3,5",0.04171349728580798,9.547765568157377e-32,5.0,1.0008891298035445,2.4184095411634013e-27,0.47058823529411764,1.170492729757627,26,0.957949172680263,2.4369237590203943,0.41035342049518386,-2.4410215754834823
arm3,"1,3,5,7",0.03943306295190172,4.386613693212756e-05,7.0,0.9461715423426122,1.1111111111111112,1.0588235294117647,1.170492729757627,26,0.957949172680263,2.4369237590203943,0.41035342049518386,-3.3744807998583686
arm1,"1,3",0.033067976658057247,3.2440963741841853e-31,3.0,0.9985237228375945,8.938506916233106e-27,0.11764705882352941,1.1706922750284006,27,0.9581124835853119,2.4371687253779677,0.41031217477358495,-2.434053509053379
arm2,"1,3,5",0.03312229851745241,9.831905925993512e-32,5.0,1.0001640307958228,2.7089996406579223e-27,0.47058823529411764,1.1706922750284006,27,0.9581124835853119,2.4371687253779677,0.41031217477358495,-2.43949937692601
arm3,"1,3,5,7",0.03131048071191174,4.0326103236829614e-05,7.0,0.9454542105065581,1.1111111111111114,1.0588235294117647,1.1706922750284006,27,0.9581124835853119,2.4371687253779677,0.41031217477358495,-3.3731453411799475
arm1,"1,3",0.02953468296599102,3.2199521138636994e-31,3.0,1.000759647346455,7.145983253048762e-27,0.11764705882352941,1.2123335482303657,28,0.992192339187179,2.4882885087807685,0.4018826580885462,-2.490651533670841
arm2,"1,3,5",0.02931049383523421,1.007908181933176e-31,5.0,0.9931631738819037,2.236832950929463e-27,0.47058823529411764,1.2123335482303657,28,0.992192339187179,2.4882885087807685,0.4018826580885462,-2.473167725423229
arm3,"1,3,5,7",0.02820535737973479,5.006623223519683e-05,7.0,0.9557164888862043,1.1111111111111112,1.0588235294117647,1.2123335482303657,28,0.992192339187179,2.4882885087807685,0.4018826580885462,-3.4847895175225108
arm1,"1,3",0.028967100014325835,3.1914389634751032e-31,3.0,1.0003192409395225,7.870330664293634e-27,0.11764705882352941,1.2005576140509848,29,0.9825547343410463,2.4738321015115696,0.40423115189950704,-2.4750974160569355
arm2,"1,3,5",0.028874654684421613,9.871393944394732e-32,5.0,0.9971268315442963,2.4343606551477267e-27,0.47058823529411764,1.2005576140509848,29,0.9825547343410463,2.4738321015115696,0.40423115189950704,-2.4686266293970323
arm3,"1,3,5,7",0.027756345890254105,4.505583620314604e-05,7.0,0.9585083366461397,1.1111111111111114,1.0588235294117647,1.2005576140509848,29,0.9825547343410463,2.4738321015115696,0.40423115189950704,-3.4671962699123657
arm1,"1,3",0.025514582672487032,3.1626546506011075e-31,3.0,0.9990581817573346,6.883907726072701e-27,0.11764705882352941,1.2281274109998626,30,1.0051182783141979,2.507677417471297,0.39877537399064056,-2.505784788631615
arm2,"1,3,5",0.025541307953305094,9.36867944065242e-32,5.0,1.0001046464714072,2.0392085734794924e-27,0.47058823529411764,1.2281274109998626,30,1.0051182783141979,2.507677417471297,0.39877537399064056,-2.5098164270597128
arm3,"1,3,5,7",0.02471754992955139,5.104746987791056e-05,7.0,0.9678492808248889,1.1111111111111114,1.0588235294117647,1.2281274109998626,30,1.0051182783141979,2.507677417471297,0.39877537399064056,-3.548074199545497
arm1,"1,3",0.02264262958771156,3.180239309783653e-31,3.0,0.9963429442960039,7.49671671449932e-27,0.11764705882352941,1.2202929341022637,31,0.998706422459278,2.498059633688917,0.40031069975831085,-2.489395044221034
arm2,"1,3,5",0.022734973246601824,9.925417726960767e-32,5.0,1.0004063395226663,2.3396995547846523e-27,0.47058823529411764,1.2202929341022637,31,0.998706422459278,2.498059633688917,0.40031069975831085,-2.500958509105748
arm3,"1,3,5,7",0.02238630969107,4.713529092354059e-05,7.0,0.9850641076435641,1.1111111111111112,1.0588235294117647,1.2202929341022637,31,0.998706422459278,2.498059633688917,0.40031069975831085,-3.574661270512507
arm1,"1,3",0.024224840260182047,3.103294550105705e-31,3.0,0.9968829047335342,7.888167583282345e-27,0.11764705882352941,1.2134025377234592,32,0.9930672165567505,2.489600824835126,0.40167081807832594,-2.4823130557922646
arm2,"1,3,5",0.024309003867169554,9.492555075952521e-32,5.0,1.000346343918496,2.412882954668303e-27,0.47058823529411764,1.2134025377234592,32,0.9930672165567505,2.489600824835126,0.40167081807832594,-2.4923532985547765
arm3,"1,3,5,7",0.023668965347360044,4.3712370702933456e-05,7.0,0.9740079469707236,1.1111111111111112,1.0588235294117647,1.2134025377234592,32,0.9930672165567505,2.489600824835126,0.40167081807832594,-3.5325519917032646
arm1,"1,3",0.03154493241131081,3.048547782004561e-31,3.0,0.9913781990521491,7.36820467506528e-27,0.11764705882352941,1.2231667307313239,33,1.001058381624227,2.5015875724363403,0.3997461496125368,-2.480489671920956
arm2,"1,3,5",0.031849753998094144,9.214664827317515e-32,5.0,1.0009579778830946,2.227143588189261e-27,0.47058823529411764,1.2231667307313239,33,1.001058381624227,2.5015875724363403,0.3997461496125368,-2.5058651963544767
arm3,"1,3,5,7",0.03044654875724154,4.5971514944492115e-05,7.0,0.9568587524849068,1.1111111111111114,1.0588235294117647,1.2231667307313239,33,1.001058381624227,2.5015875724363403,0.3997461496125368,-3.510185660776784
arm1,"1,3",0.03832611581448529,2.9831665441375524e-31,3.0,0.9855870162488561,6.3868810684540834e-27,0.11764705882352941,1.2345702932189162,34,1.0103912317760249,2.5155868476640375,0.3975215568202686,-2.4797974077238534
arm2,"1,3,5",0.03894886220867769,9.318278967237683e-32,5.0,1.001601442639016,1.9950190056730547e-27,0.47058823529411764,1.2345702932189162,34,1.0103912317760249,2.5155868476640375,0.3975215568202686,-2.5214861053831887
arm3,"1,3,5,7",0.037519766578670496,5.1897466978956305e-05,7.0,0.9648510945283232,1.1111111111111112,1.0588235294117647,1.2345702932189162,34,1.0103912317760249,2.5155868476640375,0.3975215568202686,-3.554032699323381
arm1,"1,3",0.027492851074102622,2.9091434432485613e-31,3.0,0.991785981402067,8.199626030938687e-27,0.11764705882352941,1.2161205154673027,35,0.9952916511601311,2.4929374767401966,0.4011332050363394,-2.4729323633604583
arm2,"1,3,5",0.027745847849916468,8.361728475967247e-32,5.0,1.0009126687331038,2.3568121618169444e-27,0.47058823529411764,1.2161205154673027,35,0.9952916511601311,2.4929374767401966,0.4011332050363394,-2.4971003884995593
arm3,"1,3,5,7",0.026923697170020376,3.942108568626358e-05,7.0,0.9712541398041343,1.1111111111111112,1.0588235294117647,1.2161205154673027,35,0.9952916511601311,2.4929374767401966,0.4011332050363394,-3.5314027497161433
arm1,"1,3",0.024739157700351736,2.945000408439598e-31,3.0,0.9882835335459058,8.6054731614605e-27,0.11764705882352941,1.1968984842266874,36,0.9795600464640519,2.469340069696078,0.4049664978396751,-2.4408845607796623
arm2,"1,3,5",0.02506503753977925,7.977487638278199e-32,5.0,1.0013018296060103,2.3310711798325365e-27,0.47058823529411764,1.1968984842266874,36,0.9795600464640519,2.469340069696078,0.4049664978396751,-2.4744604544018323
arm3,"1,3,5,7",0.02438342745180034,3.802490130000759e-05,7.0,0.9740727689238532,1.1111111111111112,1.0588235294117647,1.1968984842266874,36,0.9795600464640519,2.469340069696078,0.4049664978396751,-3.498004851295565
arm1,"1,3",0.027749656836732056,2.9422607246265016e-31,3.0,0.9891214581531174,8.280492585169163e-27,0.11764705882352941,1.1916288205011938,37,0.9752472729817381,2.462870909472607,0.4060302130143465,-2.4365561478239854
arm2,"1,3,5",0.02808876338049788,7.612211944028703e-32,5.0,1.001208726871876,2.1423276337030728e-27,0.47058823529411764,1.1916288205011938,37,0.9752472729817381,2.462870909472607,0.4060302130143465,-2.4677585781370333
arm3,"1,3,5,7",0.02702115216891959,3.9480484395018015e-05,7.0,0.9631543046298279,1.1111111111111112,1.0588235294117647,1.1916288205011938,37,0.9752472729817381,2.462870909472607,0.4060302130143465,-3.4600319427288575
arm1,"1,3",0.026670804059408026,2.8855157422568066e-31,3.0,0.9900322957684264,7.800563162216285e-27,0.11764705882352941,1.2083549690523738,38,0.9889362090676955,2.483404313601543,0.4026730542920559,-2.4591242069211985
arm2,"1,3,5",0.02696916322250324,7.980867329793552e-32,5.0,1.0011075226923971,2.1575089258266258e-27,0.47058823529411764,1.2083549690523738,38,0.9889362090676955,2.483404313601543,0.4026730542920559,-2.4880496722534517
arm3,"1,3,5,7",0.025886415944904272,4.11012453310697e-05,7.0,0.9609154545946154,1.1111111111111114,1.0588235294117647,1.2083549690523738,38,0.9889362090676955,2.483404313601543,0.4026730542920559,-3.4894231920673184
arm1,"1,3",0.02994578642655702,2.8103610643830063e-31,3.0,0.9915210424286616,6.968482979056293e-27,0.11764705882352941,1.1940306402754066,39,0.9772129590617453,2.465819438592618,0.405544698183885,-2.4453889716038377
arm2,"1,3,5",0.03023032014538787,7.411619158481339e-32,5.0,1.0009421063968154,1.837761795367871e-27,0.47058823529411764,1.1940306402754066,39,0.9772129590617453,2.465819438592618,0.405544698183885,-2.47005094849762
arm3,"1,3,5,7",0.028892071738361415,4.481066272609148e-05,7.0,0.9566319842092538,1.1111111111111112,1.0588235294117647,1.1940306402754066,39,0.9772129590617453,2.465819438592618,0.405544698183885,-3.44896792166453
arm1,"1,3",0.02527849295229454,2.8125469501419176e-31,3.0,0.9951939960002137,8.459865748667539e-27,0.11764705882352941,1.1789553413331173,40,0.9648751035736005,2.4473126553604008,0.40861146115093994,-2.436031580316071
arm2,"1,3,5",0.025414132099285617,7.882165306483416e-32,5.0,1.0005340004444208,2.370878121635976e-27,0.47058823529411764,1.1789553413331173,40,0.9648751035736005,2.4473126553604008,0.40861146115093994,-2.4505423988702395
arm3,"1,3,5,7",0.02448491368450752,3.6939737102997894e-05,7.0,0.963951416620884,1.1111111111111114,1.0588235294117647,1.1789553413331173,40,0.9648751035736005,2.4473126553604008,0.40861146115093994,-3.435500423758527
arm1,"1,3",0.02351007808813445,2.7540120867033922e-31,3.0,0.9964979357959232,8.629801031841209e-27,0.11764705882352941,1.1768750682158668,41,0.9631725762011907,2.444758864301786,0.4090382960061774,-2.436678383320228
arm2,"1,3,5",0.02360188159313368,7.861420329289852e-32,5.0,1.0003891182448974,2.4634057924797218e-27,0.47058823529411764,1.1768750682158668,41,0.9631725762011907,2.444758864301786,0.4090382960061774,-2.4476350506791134
arm3,"1,3,5,7",0.02285251609389951,3.54586788082363e-05,7.0,0.9686265196544481,1.1111111111111112,1.0588235294117647,1.1768750682158668,41,0.9631725762011907,2.444758864301786,0.4090382960061774,-3.4425810151800746
arm1,"1,3",0.04118145598759447,2.7426706209845168e-31,3.0,0.9900307997311608,7.010871233652696e-27,0.11764705882352941,1.188984866566942,42,0.9730834205975839,2.459625130896376,0.4065660199347386,-2.435582948344829
arm2,"1,3,5",0.04164221177891171,7.966180311194648e-32,5.0,1.0011076889187598,2.0363314485717212e-27,0.47058823529411764,1.188984866566942,42,0.9730834205975839,2.459625130896376,0.4065660199347386,-2.464262882256689
