epoch,best_arm,select_by,best_loss_zne,best_acc_zne,best_mtp_zne,loss_noiseless,acc_noiseless,mtp_noiseless,mse_noiseless_best,lams_of_best
35,arm3,loss,0.17582790130939677,96.81481481481482,93.43115434343241,0.18542288707568463,96.66666666666667,93.7559888849749,9.206375185526677e-05,"1,3,5,7"
36,arm3,loss,0.15594059918298941,97.16666666666667,94.43679243061337,0.1648483651135532,97.0925925925926,94.72607841641198,7.934829387371275e-05,"1,3,5,7"
37,arm3,loss,0.16683850926079652,96.72222222222221,94.3197695947578,0.1787161105700404,96.55555555555554,94.54203908462885,0.00014107741286135164,"1,3,5,7"
38,arm3,loss,0.16914341022836366,96.96296296296296,94.72318294557748,0.18132164556160113,96.81481481481482,94.90683575882969,0.00014830941583171366,"1,3,5,7"
39,arm3,loss,0.1822345124756222,96.5925925925926,94.54573310314804,0.201176094697133,96.48148148148148,94.66851585165497,0.0003587835370542538,"1,3,5,7"
40,arm3,loss,0.1516059609488845,97.16666666666667,95.28528849362485,0.16212276535457518,97.07407407407408,95.42514550582244,0.00011060317490755461,"1,3,5,7"
41,arm3,loss,0.14075944074496086,97.42592592592592,95.79763250362832,0.1508062006622049,97.37037037037038,95.95373325849825,0.00010093738483474161,"1,3,5,7"
42,arm3,loss,0.22608930530828855,95.0925925925926,93.60599324277341,0.25109650901986125,95.01851851851852,93.6540089334242,0.0006253602374720952,"1,3,5,7"
43,arm3,loss,0.15054794417637712,97.0,95.76187267482491,0.16341202009758188,96.9074074074074,95.83552548119007,0.00016548444930651994,"1,3,5,7"
44,arm3,loss,0.14426886314133308,97.37037037037038,96.24901978622364,0.15595957091872964,97.27777777777777,96.31659994377742,0.00013667264833648038,"1,3,5,7"
45,arm3,loss,0.18315635401710653,96.70370370370371,95.704394945399,0.20286748582193737,96.62962962962963,95.73773954375096,0.00038852871702741364,"1,3,5,7"
46,arm3,loss,0.15960813667103885,97.4074074074074,96.48051327708365,0.1745681383450162,97.37037037037038,96.54064128695514,0.000223801650085405,"1,3,5,7"
47,arm3,loss,0.17306761836817255,96.96296296296296,95.85805470955567,0.18809097619878917,96.9074074074074,95.9061615098717,0.00022570128050674966,"1,3,5,7"
48,arm3,loss,0.14904595689445838,97.05555555555556,96.2352120305767,0.16224011494036356,96.92592592592592,96.24819937846534,0.0001740858065403244,"1,3,5,7"
49,arm3,loss,0.1784813358832552,96.77777777777777,96.053991121503,0.19788640517356704,96.66666666666667,96.0590980661238,0.00037655671416180316,"1,3,5,7"
50,arm3,loss,0.14850877165565943,97.20370370370371,96.47991187219776,0.1612556085827764,97.14814814814815,96.49617547753124,0.000162481851646513,"1,3,5,7"
